# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr  6 04:04:34 2026
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1748 b,Kepler-1748,1,1,Transit,2021,Kepler,0,5.82352018400,,,0,0.0615000000,,,0,2.71275017,,,0,0.24201578,,,0,7.81000000,,,0,0.02460000,,,0,M-R relationship,0.000000,,,0,196.3300,170.0600,-55.9000,0,955.00,,,0,0,,5774.00,172.00,-189.00,0,0.864000,0.249000,-0.083000,0,0.916000,0.110000,-0.100000,0,-0.2200,0.3000,-0.3000,0,[Fe/H],4.526000,0.048000,-0.192000,0,19h03m52.30s,285.9678970,+45d44m20.68s,45.7390789,1083.28000000,43.62000000,-40.43000000,16.0040000,0.3090000,-0.3090000,14.1870000,0.0590000,-0.0590000,15.8529000,0.0004960,-0.0004960
Kepler-1749 b,Kepler-1749,1,1,Transit,2021,Kepler,0,14.53409958000,,,0,0.0956000000,,,0,1.61301783,,,0,0.14390406,,,0,3.23000000,,,0,0.01020000,,,0,M-R relationship,0.000000,,,0,7.3400,1.3300,-1.5400,0,420.00,,,0,0,,3957.00,71.00,-87.00,0,0.553000,0.027000,-0.039000,0,0.551000,0.035000,-0.035000,0,-0.1600,0.1500,-0.1500,0,[Fe/H],4.693000,0.042000,-0.018000,0,19h21m10.70s,290.2945805,+45d33m52.27s,45.5645196,268.20000000,1.40350000,-1.40350000,14.9500000,0.1830000,-0.1830000,11.8090000,0.0130000,-0.0130000,14.6958000,0.0003570,-0.0003570
Kepler-175 b,Kepler-175,1,2,Transit,2014,Kepler,0,11.90351500000,0.00004600000,-0.00004600000,0,0.1050000000,,,0,2.56000000,1.28000000,-1.28000000,0,0.22800000,0.11400000,-0.11400000,0,7.08000000,,,0,0.02230000,,,0,M-R relationship,0.000000,,,0,129.6390,10.0010,-9.1540,0,827.00,,,0,0,,6064.00,200.00,-200.00,0,1.010000,0.504000,-0.504000,0,0.969000,0.029000,-0.029000,0,0.0400,0.0400,-0.0400,0,[Fe/H],4.472000,0.300000,-0.300000,0,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.34000000,45.29000000,-42.42000000,15.2250000,0.1370000,-0.1370000,13.4960000,0.0350000,-0.0350000,14.9115000,0.0003800,-0.0003800
Kepler-175 c,Kepler-175,1,2,Transit,2014,Kepler,0,34.03525700000,0.00027900000,-0.00027900000,0,0.2130000000,,,0,3.10000000,1.56000000,-1.56000000,0,0.27700000,0.13900000,-0.13900000,0,9.80000000,,,0,0.03080000,,,0,M-R relationship,0.000000,,,0,31.9500,2.4650,-2.2560,0,583.00,,,0,0,,6064.00,200.00,-200.00,0,1.010000,0.504000,-0.504000,0,0.969000,0.029000,-0.029000,0,0.0400,0.0400,-0.0400,0,[Fe/H],4.472000,0.300000,-0.300000,0,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.34000000,45.29000000,-42.42000000,15.2250000,0.1370000,-0.1370000,13.4960000,0.0350000,-0.0350000,14.9115000,0.0003800,-0.0003800
Kepler-1750 b,Kepler-1750,1,1,Transit,2021,Kepler,0,205.91200260000,,,0,0.6785000000,,,0,6.00434637,,,0,0.53567283,,,0,30.10000000,,,0,0.09470000,,,0,M-R relationship,0.000000,,,0,1.8500,0.7200,-0.3400,0,298.00,,,0,0,,5644.00,76.00,-84.00,0,0.969000,0.142000,-0.066000,0,0.981000,0.056000,-0.056000,0,0.1400,0.1500,-0.1500,0,[Fe/H],4.457000,0.051000,-0.110000,0,19h29m24.36s,292.3514917,+48d30m39.86s,48.5110714,1497.33000000,67.93000000,-62.37000000,15.7020000,0.6980000,-0.6980000,13.9030000,0.0520000,-0.0520000,15.5339000,0.0004170,-0.0004170
Kepler-1751 b,Kepler-1751,1,1,Transit,2021,Kepler,0,7.01731014300,,,0,0.0712000000,,,0,1.82417378,,,0,0.16274216,,,0,3.98000000,,,0,0.01250000,,,0,M-R relationship,0.000000,,,0,221.4600,204.0400,-73.1700,0,984.00,,,0,0,,6052.00,163.00,-199.00,0,0.967000,0.304000,-0.121000,0,0.974000,0.130000,-0.117000,0,-0.2600,0.3000,-0.3000,0,[Fe/H],4.456000,0.070000,-0.210000,0,18h59m23.17s,284.8465476,+49d41m32.43s,49.6923412,1291.47000000,39.19000000,-36.99000000,15.4550000,0.0470000,-0.0470000,13.7840000,0.0580000,-0.0580000,15.2320000,0.0003540,-0.0003540
Kepler-1752 b,Kepler-1752,1,1,Transit,2021,Kepler,0,56.35850143000,,,0,0.2698000000,,,0,4.54060463,,,0,0.40508631,,,0,18.70000000,,,0,0.05900000,,,0,M-R relationship,0.000000,,,0,7.2900,4.3400,-2.1000,0,419.00,,,0,1,,5446.00,162.00,-162.00,0,0.821000,0.157000,-0.085000,0,0.824000,0.096000,-0.080000,0,-0.2000,0.3000,-0.3000,0,[Fe/H],4.525000,0.072000,-0.126000,0,19h23m24.99s,290.8541401,+51d13m21.88s,51.2227435,962.88800000,29.89900000,-28.18100000,16.0249000,0.0459000,-0.0459000,13.9990000,0.0510000,-0.0510000,15.7960000,0.0004760,-0.0004760
Kepler-1753 b,Kepler-1753,1,1,Transit,2021,Kepler,0,16.00460052000,,,0,0.1179000000,,,0,2.22678077,,,0,0.19866042,,,0,5.59000000,,,0,0.01760000,,,0,M-R relationship,0.000000,,,0,27.4100,12.9800,-6.5400,0,583.00,,,0,0,,5180.00,155.00,-155.00,0,0.769000,0.111000,-0.056000,0,0.860000,0.057000,-0.092000,0,0.0000,0.2500,-0.3000,0,[Fe/H],4.597000,0.026000,-0.097000,0,19h12m56.80s,288.2366640,+46d36m21.15s,46.6058744,707.68800000,15.21500000,-14.59900000,15.5900000,0.1030000,-0.1030000,13.5210000,0.0330000,-0.0330000,15.5134000,0.0005170,-0.0005170
Kepler-1754 b,Kepler-1754,1,1,Transit,2021,Kepler,0,8.19594955400,,,0,0.0718000000,,,0,2.43996509,,,0,0.21767948,,,0,6.53000000,,,0,0.02050000,,,0,M-R relationship,0.000000,,,0,48.2000,14.2200,-13.8200,0,672.00,,,0,0,,4723.00,167.00,-167.00,0,0.747000,0.046000,-0.069000,0,0.734000,0.070000,-0.058000,0,0.0800,0.2500,-0.3000,0,[Fe/H],4.557000,0.063000,-0.032000,0,19h41m49.70s,295.4570818,+50d04m37.86s,50.0771838,718.94500000,21.74300000,-20.52300000,16.0070000,0.0460000,-0.0460000,13.4380000,0.0430000,-0.0430000,15.8578000,0.0006140,-0.0006140
Kepler-1755 b,Kepler-1755,1,1,Transit,2021,Kepler,0,24.81209946000,,,0,0.1668000000,,,0,5.91688317,,,0,0.52786987,,,0,29.40000000,,,0,0.09240000,,,0,M-R relationship,0.000000,,,0,37.4300,35.1400,-11.1500,0,631.00,,,0,1,,6086.00,182.00,-200.00,0,0.921000,0.288000,-0.096000,0,1.003000,0.129000,-0.129000,0,-0.2600,0.3000,-0.3000,0,[Fe/H],4.511000,0.052000,-0.221000,0,19h47m23.06s,296.8460920,+40d08m18.88s,40.1385777,982.38300000,22.93700000,-21.93200000,14.5440000,0.1260000,-0.1260000,12.9110000,0.0310000,-0.0310000,14.3856000,0.0002860,-0.0002860
Kepler-1756 b,Kepler-1756,1,1,Transit,2021,Kepler,0,2.35575008400,,,0,0.0319000000,,,0,1.47199944,,,0,0.13132322,,,0,2.77000000,,,0,0.00871000,,,0,M-R relationship,0.000000,,,0,338.4000,46.3700,-66.9600,0,1093.00,,,0,0,,4915.00,78.00,-88.00,0,0.812000,0.027000,-0.058000,0,0.781000,0.051000,-0.025000,0,0.1600,0.1500,-0.1500,0,[Fe/H],4.512000,0.072000,-0.022000,0,19h37m27.58s,294.3649040,+40d43m15.20s,40.7208898,,,,15.7360000,0.1830000,-0.1830000,13.4520000,0.0440000,-0.0440000,15.6634000,0.0009140,-0.0009140
Kepler-1757 b,Kepler-1757,1,1,Transit,2021,Kepler,0,19.65640068000,,,0,0.1335000000,,,0,2.94660251,,,0,0.26287872,,,0,8.99000000,,,0,0.02830000,,,0,M-R relationship,0.000000,,,0,21.5000,10.5900,-5.2300,0,549.00,,,0,0,,5288.00,159.00,-143.00,0,0.740000,0.112000,-0.060000,0,0.828000,0.070000,-0.096000,0,-0.2400,0.3000,-0.3000,0,[Fe/H],4.613000,0.036000,-0.090000,0,19h50m57.55s,297.7397823,+46d56m30.82s,46.9418957,807.30800000,16.51700000,-15.87800000,15.8170000,0.2520000,-0.2520000,13.5430000,0.0400000,-0.0400000,15.3679000,0.0003880,-0.0003880
Kepler-1758 b,Kepler-1758,1,1,Transit,2021,Kepler,0,9.97721004500,,,0,0.0919000000,,,0,2.57059831,,,0,0.22933382,,,0,7.13000000,,,0,0.02240000,,,0,M-R relationship,0.000000,,,0,93.6400,125.0800,-22.1200,0,1028.00,,,0,0,,5557.00,83.00,-72.00,0,1.616000,0.254000,-0.413000,0,1.035000,0.085000,-0.094000,0,0.1600,0.1500,-0.1000,0,[Fe/H],4.037000,0.210000,-0.090000,0,19h51m11.24s,297.7968197,+39d55m16.82s,39.9213378,1588.41000000,75.49000000,-69.04000000,15.1190000,0.1140000,-0.1140000,13.3020000,0.0330000,-0.0330000,14.9449000,0.0003100,-0.0003100
Kepler-1759 b,Kepler-1759,1,1,Transit,2021,Kepler,0,3.72023010300,,,0,0.0429000000,,,0,0.90377910,,,0,0.08062991,,,0,0.67600000,,,0,0.00213000,,,0,M-R relationship,0.000000,,,0,195.7000,69.8800,-57.8800,0,954.00,,,0,0,,5017.00,151.00,-151.00,0,0.797000,0.078000,-0.086000,0,0.760000,0.095000,-0.055000,0,-0.0200,0.3000,-0.3000,0,[Fe/H],4.516000,0.088000,-0.088000,0,19h53m51.75s,298.4656275,+48d33m33.60s,48.5593334,385.34800000,3.14800000,-3.09900000,14.5320000,0.0920000,-0.0920000,12.1590000,0.0250000,-0.0250000,14.2601000,0.0002540,-0.0002540
Kepler-176 b,Kepler-176,1,4,Transit,2014,Kepler,0,5.43307400000,0.00002400000,-0.00002400000,0,0.0580000000,,,0,1.43000000,0.73000000,-0.73000000,0,0.12800000,0.06500000,-0.06500000,0,290.53700000,,,1,0.91413163,,,1,Mass,0.000000,,,0,123.8020,4.0010,-3.8530,0,841.00,,,0,0,,5232.00,200.00,-200.00,0,0.891000,0.456000,-0.456000,0,0.860000,0.016000,-0.024000,0,0.1300,0.0400,-0.0400,0,[Fe/H],4.474000,0.300000,-0.300000,0,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.32100000,6.05800000,-5.92500000,14.7670000,0.1260000,-0.1260000,12.5670000,0.0240000,-0.0240000,14.5446000,0.0003600,-0.0003600
Kepler-176 c,Kepler-176,1,4,Transit,2014,Kepler,0,12.75971200000,0.00003300000,-0.00003300000,0,0.1020000000,,,0,2.60000000,1.33000000,-1.33000000,0,0.23200000,0.11900000,-0.11900000,0,1.33000000,0.40000000,-0.27000000,0,0.00418465,0.00125854,-0.00084952,0,Mass,0.000000,,,0,39.6310,1.2810,-1.2330,0,633.00,,,0,1,,5232.00,200.00,-200.00,0,0.891000,0.456000,-0.456000,0,0.860000,0.016000,-0.024000,0,0.1300,0.0400,-0.0400,0,[Fe/H],4.474000,0.300000,-0.300000,0,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.32100000,6.05800000,-5.92500000,14.7670000,0.1260000,-0.1260000,12.5670000,0.0240000,-0.0240000,14.5446000,0.0003600,-0.0003600
Kepler-176 d,Kepler-176,1,4,Transit,2014,Kepler,0,25.75197400000,0.00011500000,-0.00011500000,0,0.1630000000,,,0,2.51000000,1.32000000,-1.32000000,0,0.22400000,0.11800000,-0.11800000,0,1.72000000,0.46000000,-0.31000000,0,0.00541173,0.00144732,-0.00097537,0,Mass,0.000000,,,0,15.5360,0.5020,-0.4840,0,501.00,,,0,1,,5232.00,200.00,-200.00,0,0.891000,0.456000,-0.456000,0,0.860000,0.016000,-0.024000,0,0.1300,0.0400,-0.0400,0,[Fe/H],4.474000,0.300000,-0.300000,0,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.32100000,6.05800000,-5.92500000,14.7670000,0.1260000,-0.1260000,12.5670000,0.0240000,-0.0240000,14.5446000,0.0003600,-0.0003600
Kepler-176 e,Kepler-176,1,4,Transit,2016,Kepler,0,51.16579000000,0.00064320000,-0.00064320000,0,0.2565400000,0.0019600000,-0.0019600000,0,1.45000000,0.12000000,-0.15000000,0,0.12936034,0.01070568,-0.01338210,0,0.52075000,,,1,0.00163846,,,1,Mass,0.000000,,,0,6.2200,0.2010,-0.1940,0,398.00,,,0,0,,5295.00,75.86,-115.45,0,0.830000,0.067000,-0.047000,0,0.870000,0.041000,-0.048000,0,0.0300,0.1490,-0.1710,0,[Fe/H],4.550000,0.036000,-0.076000,0,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.32100000,6.05800000,-5.92500000,14.7670000,0.1260000,-0.1260000,12.5670000,0.0240000,-0.0240000,14.5446000,0.0003600,-0.0003600
Kepler-1760 b,Kepler-1760,1,1,Transit,2021,Kepler,0,38.32609940000,,,0,0.2084000000,,,0,2.28995546,,,0,0.20429649,,,0,5.86000000,,,0,0.01840000,,,0,M-R relationship,0.000000,,,0,12.5600,2.4700,-2.9200,0,480.00,,,0,0,,5229.00,78.00,-78.00,0,0.903000,0.056000,-0.088000,0,0.821000,0.059000,-0.032000,0,0.0800,0.1500,-0.1500,0,[Fe/H],4.441000,0.105000,-0.042000,0,18h56m31.83s,284.1326058,+48d49m30.52s,48.8251452,,,,14.4720000,0.1370000,-0.1370000,12.5370000,0.0310000,-0.0310000,14.3017000,0.0006430,-0.0006430
Kepler-1761 b,Kepler-1761,1,1,Transit,2021,Kepler,0,4.04354000100,,,0,0.0413000000,,,0,1.39109603,,,0,0.12410549,,,0,2.51000000,,,0,0.00791000,,,0,M-R relationship,0.000000,,,0,33.3400,8.6600,-5.8200,0,613.00,,,0,0,,3871.00,77.00,-84.00,0,0.532000,0.042000,-0.027000,0,0.573000,0.031000,-0.038000,0,0.0700,0.1500,-0.1500,0,[Fe/H],4.744000,0.021000,-0.053000,0,18h56m31.91s,284.1329728,+49d08m33.48s,49.1426325,221.18600000,1.13300000,-1.13300000,15.6190000,0.1260000,-0.1260000,11.7910000,0.0240000,-0.0240000,14.8980000,0.0003750,-0.0003750
Kepler-1762 b,Kepler-1762,1,1,Transit,2021,Kepler,0,29.53910065000,,,0,0.2040000000,,,0,2.76022913,,,0,0.24625157,,,0,8.05000000,,,0,0.02530000,,,0,M-R relationship,0.000000,,,0,61.4900,55.5800,-20.0200,0,714.00,,,0,0,,6572.00,160.00,-251.00,0,1.238000,0.390000,-0.139000,0,1.298000,0.163000,-0.200000,0,0.0700,0.2000,-0.3500,0,[Fe/H],4.365000,0.065000,-0.208000,0,19h21m58.36s,290.4931471,+39d47m07.84s,39.7855117,1663.74000000,87.74000000,-79.51000000,15.2390000,0.1490000,-0.1490000,13.8740000,0.0480000,-0.0480000,15.0830000,0.0003510,-0.0003510
Kepler-1763 b,Kepler-1763,1,1,Transit,2021,Kepler,0,1.48028004200,,,0,0.0257000000,,,0,1.14651332,,,0,0.10228524,,,0,1.59000000,,,0,0.00499000,,,0,M-R relationship,0.000000,,,0,2597.2700,1222.9300,-855.6000,0,1822.00,,,0,0,,5897.00,105.00,-117.00,0,1.259000,0.204000,-0.224000,0,1.026000,0.093000,-0.069000,0,0.0200,0.1500,-0.1500,0,[Fe/H],4.250000,0.156000,-0.104000,0,19h36m27.13s,294.1130368,+40d21m46.39s,40.3628861,756.48600000,9.76750000,-9.76750000,13.6340000,0.0800000,-0.0800000,12.1340000,0.0210000,-0.0210000,13.5105000,0.0002730,-0.0002730
Kepler-1764 b,Kepler-1764,1,1,Transit,2021,Kepler,0,70.46829987000,,,0,0.3512000000,,,0,4.55527871,,,0,0.40639545,,,0,18.80000000,,,0,0.05930000,,,0,M-R relationship,0.000000,,,0,16.1700,14.9200,-4.9800,0,511.00,,,0,0,,6461.00,158.00,-225.00,0,1.131000,0.363000,-0.121000,0,1.162000,0.164000,-0.164000,0,-0.1400,0.2500,-0.3000,0,[Fe/H],4.396000,0.067000,-0.202000,0,19h35m31.18s,293.8799047,+41d23m37.81s,41.3938374,1542.48000000,61.70000000,-61.70000000,14.9100000,0.2860000,-0.2860000,13.4490000,0.0400000,-0.0400000,14.7454000,0.0003210,-0.0003210
Kepler-1765 b,Kepler-1765,1,1,Transit,2021,Kepler,0,10.41889954000,,,0,0.0917000000,,,0,2.49508857,,,0,0.22259728,,,0,6.78000000,,,0,0.02130000,,,0,M-R relationship,0.000000,,,0,126.4800,111.6100,-51.2200,0,855.00,,,0,0,,5692.00,173.00,-173.00,0,1.064000,0.311000,-0.191000,0,0.946000,0.125000,-0.091000,0,0.0400,0.2500,-0.3000,0,[Fe/H],4.360000,0.132000,-0.198000,0,19h52m03.47s,298.0144601,+42d57m26.75s,42.9574314,764.45600000,13.42300000,-12.97500000,15.0400000,0.0460000,-0.0460000,13.1270000,0.0270000,-0.0270000,14.8213000,0.0006230,-0.0006230
Kepler-1766 b,Kepler-1766,1,1,Transit,2021,Kepler,0,105.01499940000,,,0,0.4161000000,0.0033300000,-0.0033300000,0,2.27904508,,,0,0.20332313,,,0,5.81000000,,,0,0.01830000,,,0,M-R relationship,0.000000,,,0,7.8000,0.5000,-0.5000,0,406.00,,,0,0,,5868.00,105.00,-117.00,0,1.042000,0.144000,-0.129000,0,0.915000,0.066000,-0.059000,0,-0.2200,0.1500,-0.1500,0,[Fe/H],4.363000,0.115000,-0.103000,0,19h37m06.54s,294.2772343,+46d40m30.85s,46.6752351,501.22900000,4.94600000,-4.85200000,12.9600000,0.0690000,-0.0690000,11.4750000,0.0170000,-0.0170000,12.8705000,0.0002330,-0.0002330
Kepler-1767 b,Kepler-1767,1,1,Transit,2021,Kepler,0,59.65829849000,,,0,0.2873000000,,,0,3.01299077,,,0,0.26880149,,,0,9.34000000,,,0,0.02940000,,,0,M-R relationship,0.000000,,,0,5.6600,1.4100,-0.8100,0,393.00,,,0,1,,5243.00,84.00,-73.00,0,0.831000,0.069000,-0.040000,0,0.887000,0.037000,-0.050000,0,0.1400,0.1500,-0.1500,0,[Fe/H],4.547000,0.028000,-0.077000,0,19h34m34.59s,293.6441248,+46d59m22.81s,46.9896696,820.50600000,19.94100000,-19.94100000,16.2060000,0.1600000,-0.1600000,13.7920000,0.0450000,-0.0450000,15.7151000,0.0004570,-0.0004570
Kepler-1768 b,Kepler-1768,1,1,Transit,2021,Kepler,0,15.13589954000,,,0,0.1286000000,,,0,2.23346338,,,0,0.19925660,,,0,5.62000000,,,0,0.01770000,,,0,M-R relationship,0.000000,,,0,179.1600,159.2800,-102.3500,0,933.00,,,0,0,,6050.00,190.00,-232.00,0,1.572000,0.459000,-0.459000,0,1.240000,0.170000,-0.227000,0,0.1400,0.2000,-0.3000,0,[Fe/H],4.137000,0.252000,-0.168000,0,19h59m49.74s,299.9572335,+44d46m18.79s,44.7718851,632.76600000,5.95600000,-5.84900000,13.5650000,0.0690000,-0.0690000,11.9320000,0.0230000,-0.0230000,13.4376000,0.0001910,-0.0001910
Kepler-1769 b,Kepler-1769,1,1,Transit,2021,Kepler,0,89.19349670000,,,0,0.4059800000,0.0026800000,-0.0026800000,0,4.46500000,,,0,0.39834131,,,0,18.20000000,,,0,0.05730000,,,0,M-R relationship,0.000000,,,0,8.9000,0.6000,-0.6000,0,483.00,,,0,0,,6071.00,134.00,-134.00,0,1.295000,0.232000,-0.211000,0,1.061000,0.109000,-0.073000,0,-0.0600,0.1500,-0.1500,0,[Fe/H],4.239000,0.143000,-0.117000,0,19h38m58.41s,294.7433755,+43d27m40.19s,43.4611633,438.41200000,4.50000000,-4.41200000,12.4870000,0.1500000,-0.1500000,11.2640000,,,12.4450000,0.0001650,-0.0001650
Kepler-177 b,Kepler-177,1,2,Transit,2013,Kepler,0,36.86010000000,0.00150000000,-0.00140000000,0,0.2110100000,0.0018100000,-0.0018100000,0,3.50000000,0.19000000,-0.15000000,0,0.31224909,0.01695066,-0.01338210,0,5.84000000,0.86000000,-0.82000000,0,0.01837460,0.00270585,-0.00258000,0,Mass,0.000000,,,0,30.4000,4.0000,-4.0000,0,549.00,,,0,1,,5732.00,60.00,-60.00,0,1.324000,0.053000,-0.051000,0,0.921000,0.025000,-0.023000,0,-0.1100,0.0400,-0.0400,0,[Fe/H],4.100000,0.100000,-0.100000,0,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.44000000,42.10000000,-39.81000000,15.1710000,0.1490000,-0.1490000,13.4210000,0.0400000,-0.0400000,14.9414000,0.0003190,-0.0003190
